"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"10292","The United States and the European Union have a $1 TRILLION bilateral trade relationship – the largest economic relationship in the world. We want to further strengthen this trade relationship to the benefit of all American and European citizens... https://t.co/4zlmEEtCpG",2018-07-25,18450,71266,"The United States and the European Union have a $1 TRILLION bilateral trade relationship – the largest economic relationship in the world. We want to further strengthen this trade relationship to the benefit of all American and European citizens... https://t.co/4zlmEEtCpG",1.5,"positive",89716,2018-07-01,2018-01-01,2018-07-23
"10295","China is targeting our farmers who they know I love &amp; respect as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.",2018-07-25,21332,82825,"China is targeting our farmers who they know I love &amp; respect as a way of getting me to continue allowing them to take advantage of the U.S. They are being vicious in what will be their failed attempt. We were being nice - until now! China made $517 Billion on us last year.",1.65,"positive",104157,2018-07-01,2018-01-01,2018-07-23
"10296","When you have people snipping at your heels during a negotiation it will only take longer to make a deal and the deal will never be as good as it could have been with unity. Negotiations are going really well be cool. The end result will be worth it!",2018-07-25,22458,102370,"When you have people snipping at your heels during a negotiation it will only take longer to make a deal and the deal will never be as good as it could have been with unity. Negotiations are going really well be cool. The end result will be worth it!",3.8,"positive",124828,2018-07-01,2018-01-01,2018-07-23
"10300","The European Union is coming to Washington tomorrow to negotiate a deal on Trade. I have an idea for them. Both the U.S. and the E.U. drop all Tariffs Barriers and Subsidies! That would finally be called Free Market and Fair Trade! Hope they do it we are ready - but they won’t!",2018-07-25,31469,121472,"The European Union is coming to Washington tomorrow to negotiate a deal on Trade. I have an idea for them. Both the U.S. and the E.U. drop all Tariffs Barriers and Subsidies! That would finally be called Free Market and Fair Trade! Hope they do it we are ready - but they won’t!",3.3,"positive",152941,2018-07-01,2018-01-01,2018-07-23
"10301","Today it was my great honor to be in Kansas City Missouri to pay tribute to the men and women who make FREEDOM possible! Thank you @VFWHQ! #VFWConvention https://t.co/E6TYsNmWO8",2018-07-24,12193,56779,"Today it was my great honor to be in Kansas City Missouri to pay tribute to the men and women who make FREEDOM possible! Thank you @VFWHQ! #VFWConvention https://t.co/E6TYsNmWO8",3.25,"positive",68972,2018-07-01,2018-01-01,2018-07-23
"10302","On the heels of the VERY successful launch of the @WhiteHouse National Council for the American Worker Congress should reauthorize #PerkinsCTE and ensure the American workforce remains stronger than EVER! #Jobs #Workforce",2018-07-24,11093,52021,"On the heels of the VERY successful launch of the @WhiteHouse National Council for the American Worker Congress should reauthorize #PerkinsCTE and ensure the American workforce remains stronger than EVER! #Jobs #Workforce",2.35,"positive",63114,2018-07-01,2018-01-01,2018-07-23
"10308","Our Country is doing GREAT. Best financial numbers on the Planet. Great to have USA WINNING AGAIN!",2018-07-24,21333,102150,"Our Country is doing GREAT. Best financial numbers on the Planet. Great to have USA WINNING AGAIN!",1.75,"positive",123483,2018-07-01,2018-01-01,2018-07-23
"10314","Robert will do a great job for our Vets. We also recently won Choice! https://t.co/hE0GDuCBET",2018-07-24,10996,54527,"Robert will do a great job for our Vets. We also recently won Choice! https://t.co/hE0GDuCBET",1.4,"positive",65523,2018-07-01,2018-01-01,2018-07-23
"10318","When you hear the Fake News talking negatively about my meeting with President Putin and all that I gave up remember I gave up NOTHING we merely talked about future benefits for both countries. Also we got along very well which is a good thing except for the Corrupt Media!",2018-07-23,24541,104142,"When you hear the Fake News talking negatively about my meeting with President Putin and all that I gave up remember I gave up NOTHING we merely talked about future benefits for both countries. Also we got along very well which is a good thing except for the Corrupt Media!",1.3,"positive",128683,2018-07-01,2018-01-01,2018-07-23
"10326","Happy Birthday @SenatorDole! https://t.co/MiVoB7qC6A",2018-07-22,8874,54407,"Happy Birthday @SenatorDole! https://t.co/MiVoB7qC6A",1.55,"positive",63281,2018-07-01,2018-01-01,2018-07-16
"10334","Brian Kemp who is running for Governor of Georgia and has my full endorsement is campaigning tonight with VP @mike_pence. Brian is very strong on Crime and Borders LOVES our Military Vets and the 2nd Amendment. He will be a GREAT Governor!",2018-07-21,16345,66429,"Brian Kemp who is running for Governor of Georgia and has my full endorsement is campaigning tonight with VP @mike_pence. Brian is very strong on Crime and Borders LOVES our Military Vets and the 2nd Amendment. He will be a GREAT Governor!",1.5,"positive",82774,2018-07-01,2018-01-01,2018-07-16
"10335","Brian Kemp who is running for Governor of Georgia and has my full endorsement is campaigning tonight with @MikePenceVP. Brian is very strong on Crime and Borders LOVES our Military Vets and the 2nd Amendment. He will be a GREAT Governor!",2018-07-21,1647,5717,"Brian Kemp who is running for Governor of Georgia and has my full endorsement is campaigning tonight with @MikePenceVP. Brian is very strong on Crime and Borders LOVES our Military Vets and the 2nd Amendment. He will be a GREAT Governor!",1.5,"positive",7364,2018-07-01,2018-01-01,2018-07-16
"10339","The NFL National Anthem Debate is alive and well again - can’t believe it! Isn’t it in contract that players must stand at attention hand on heart? The $40000000 Commissioner must now make a stand. First time kneeling out for game. Second time kneeling out for season/no pay!",2018-07-20,30295,127161,"The NFL National Anthem Debate is alive and well again - can’t believe it! Isn’t it in contract that players must stand at attention hand on heart? The $40000000 Commissioner must now make a stand. First time kneeling out for game. Second time kneeling out for season/no pay!",1.45,"positive",157456,2018-07-01,2018-01-01,2018-07-16
"10344","China the European Union and others have been manipulating their currencies and interest rates lower while the U.S. is raising rates while the dollars gets stronger and stronger with each passing day - taking away our big competitive edge. As usual not a level playing field...",2018-07-20,17104,70562,"China the European Union and others have been manipulating their currencies and interest rates lower while the U.S. is raising rates while the dollars gets stronger and stronger with each passing day - taking away our big competitive edge. As usual not a level playing field...",1.75,"positive",87666,2018-07-01,2018-01-01,2018-07-16
"10348","....proliferation cyber attacks trade Ukraine Middle East peace North Korea and more. There are many answers some easy and some hard to these problems...but they can ALL be solved!",2018-07-19,16336,72109,"....proliferation cyber attacks trade Ukraine Middle East peace North Korea and more. There are many answers some easy and some hard to these problems...but they can ALL be solved!",1.1,"positive",88445,2018-07-01,2018-01-01,2018-07-16
"10351","I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies Google. They truly have taken advantage of the U.S. but not for long!",2018-07-19,24778,98835,"I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies Google. They truly have taken advantage of the U.S. but not for long!",1.5,"positive",123613,2018-07-01,2018-01-01,2018-07-16
"10357","Thank you to Novartis for not increasing your prices on prescription drugs. Likewise to Pfizer. We are making a big push to actually reduce the prices maybe substantially on prescription drugs.",2018-07-19,15847,76642,"Thank you to Novartis for not increasing your prices on prescription drugs. Likewise to Pfizer. We are making a big push to actually reduce the prices maybe substantially on prescription drugs.",1.35,"positive",92489,2018-07-01,2018-01-01,2018-07-16
"10360","Thank you to Congressman Kevin Yoder! He secured $5 BILLION for Border Security. Now we need Congress to support. Kevin has been strong on Crime the Border the 2nd Amendment and he loves our Military and Vets. @RepKevinYoder has my full and total endorsement!",2018-07-18,17213,70380,"Thank you to Congressman Kevin Yoder! He secured $5 BILLION for Border Security. Now we need Congress to support. Kevin has been strong on Crime the Border the 2nd Amendment and he loves our Military and Vets. @RepKevinYoder has my full and total endorsement!",3.05,"positive",87593,2018-07-01,2018-01-01,2018-07-16
