"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"9844","“There is no possible way the Trump Tower meeting between Don Trump jr and a couple of Russians who have very deep connections to both the Clintons &amp; Fusion GPS &amp; where no information on the Clintons was exchanged is a crime. Dems are blinded by their hatred of Trump.” Bongino",2018-09-02,23148,95685,"“There is no possible way the Trump Tower meeting between Don Trump jr and a couple of Russians who have very deep connections to both the Clintons &amp; Fusion GPS &amp; where no information on the Clintons was exchanged is a crime. Dems are blinded by their hatred of Trump.” Bongino",-1.35,"negative",118833,2018-09-01,2018-01-01
"9846","....positions of power. That’s part of the story of the Russia Hoax. Christopher Steele is on the payroll of Hillary Clinton &amp; the FBI &amp; when they fired him for lying they continued to use him. Violation of FBI regulations. Kept trying to verify the unverifiable.” @GreggJarrett",2018-09-02,16746,64001,"....positions of power. That’s part of the story of the Russia Hoax. Christopher Steele is on the payroll of Hillary Clinton &amp; the FBI &amp; when they fired him for lying they continued to use him. Violation of FBI regulations. Kept trying to verify the unverifiable.” @GreggJarrett",-1.9,"negative",80747,2018-09-01,2018-01-01
"9859","“I think today what has happened is that news reporting has become part of the adversary system.” Alan Dershowitz  It has become tainted and corrupt! DJT",2018-09-01,17483,70926,"“I think today what has happened is that news reporting has become part of the adversary system.” Alan Dershowitz It has become tainted and corrupt! DJT",-2.25,"negative",88409,2018-09-01,2018-01-01
"9867","I will be doing a major rally for Senator Ted Cruz in October. I’m picking the biggest stadium in Texas we can find. As you know Ted has my complete and total Endorsement. His opponent is a disaster for Texas - weak on Second Amendment Crime Borders Military and Vets!",2018-08-31,32605,122409,"I will be doing a major rally for Senator Ted Cruz in October. I’m picking the biggest stadium in Texas we can find. As you know Ted has my complete and total Endorsement. His opponent is a disaster for Texas - weak on Second Amendment Crime Borders Military and Vets!",-1.85,"negative",155014,2018-08-01,2018-01-01
"9880","I just cannot state strongly enough how totally dishonest much of the Media is. Truth doesn’t matter to them they only have their hatred &amp; agenda. This includes fake books which come out about me all the time always anonymous sources and are pure fiction. Enemy of the People!",2018-08-30,31482,127265,"I just cannot state strongly enough how totally dishonest much of the Media is. Truth doesn’t matter to them they only have their hatred &amp; agenda. This includes fake books which come out about me all the time always anonymous sources and are pure fiction. Enemy of the People!",-1.15,"negative",158747,2018-08-01,2018-01-01
"9881","What’s going on at @CNN is happening to different degrees at other networks - with @NBCNews being the worst. The good news is that Andy Lack(y) is about to be fired(?) for incompetence and much worse. When Lester Holt got caught fudging my tape on Russia they were hurt badly!",2018-08-30,18808,71978,"What’s going on at @CNN is happening to different degrees at other networks - with @NBCNews being the worst. The good news is that Andy Lack(y) is about to be fired(?) for incompetence and much worse. When Lester Holt got caught fudging my tape on Russia they were hurt badly!",-4.25,"negative",90786,2018-08-01,2018-01-01
"9882","The hatred and extreme bias of me by @CNN has clouded their thinking and made them unable to function. But actually as I have always said this has been going on for a long time. Little Jeff Z has done a terrible job his ratings suck &amp; AT&amp;T should fire him to save credibility!",2018-08-30,23904,100345,"The hatred and extreme bias of me by @CNN has clouded their thinking and made them unable to function. But actually as I have always said this has been going on for a long time. Little Jeff Z has done a terrible job his ratings suck &amp; AT&amp;T should fire him to save credibility!",-2.5,"negative",124249,2018-08-01,2018-01-01
"9887","CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake. Sloppy @carlbernstein a man who lives in the past and thinks like a degenerate fool making up story after story is being laughed at all over the country! Fake News",2018-08-29,30856,116583,"CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake. Sloppy @carlbernstein a man who lives in the past and thinks like a degenerate fool making up story after story is being laughed at all over the country! Fake News",-2.45,"negative",147439,2018-08-01,2018-01-01
"9898","“Anonymous Sources are really starting to BURN the media.” @FoxNews The fact is that many anonymous sources don’t even exist. They are fiction made up by the Fake News reporters. Look at the lie that Fake CNN is now in. They got caught red handed! Enemy of the People!",2018-08-29,29373,104187,"“Anonymous Sources are really starting to BURN the media.” @FoxNews The fact is that many anonymous sources don’t even exist. They are fiction made up by the Fake News reporters. Look at the lie that Fake CNN is now in. They got caught red handed! Enemy of the People!",-2.9,"negative",133560,2018-08-01,2018-01-01
"9901","“The Obama people did something that’s never been done...They spied on a rival presidential campaign. Would it be OK if Trump did it next? I am losing faith that our system is on the level. I’m beginning to think it is rotten &amp; corrupt. Scary stuff Obama did.” @TuckerCarlson  DOJ",2018-08-29,26031,84671,"“The Obama people did something that’s never been done...They spied on a rival presidential campaign. Would it be OK if Trump did it next? I am losing faith that our system is on the level. I’m beginning to think it is rotten &amp; corrupt. Scary stuff Obama did.” @TuckerCarlson DOJ",-2.2,"negative",110702,2018-08-01,2018-01-01
"9914","Google search results for “Trump News” shows only the viewing/reporting of Fake News Media. In other words they have it RIGGED for me &amp; others so that almost all stories &amp; news is BAD. Fake CNN is prominent. Republican/Conservative &amp; Fair Media is shut out. Illegal? 96% of....",2018-08-28,27090,94669,"Google search results for “Trump News” shows only the viewing/reporting of Fake News Media. In other words they have it RIGGED for me &amp; others so that almost all stories &amp; news is BAD. Fake CNN is prominent. Republican/Conservative &amp; Fair Media is shut out. Illegal? 96% of....",-1.1,"negative",121759,2018-08-01,2018-01-01
"9937","“The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails.” They purposely didn’t look at the disasters. This news is just out. @FoxNews",2018-08-25,34133,109806,"“The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails.” They purposely didn’t look at the disasters. This news is just out. @FoxNews",-1.5,"negative",143939,2018-08-01,2018-01-01
"9938","Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gave false election info. I feel sure that we will soon be getting to the bottom of all of this corruption. At some point I may have to get involved!",2018-08-25,42247,153410,"Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gave false election info. I feel sure that we will soon be getting to the bottom of all of this corruption. At some point I may have to get involved!",-2.95,"negative",195657,2018-08-01,2018-01-01
"9940","Jeff Sessions said he wouldn’t allow politics to influence him only because he doesn’t understand what is happening underneath his command position. Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched. No Collusion!",2018-08-25,24600,94556,"Jeff Sessions said he wouldn’t allow politics to influence him only because he doesn’t understand what is happening underneath his command position. Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched. No Collusion!",-3.8,"negative",119156,2018-08-01,2018-01-01
